Actual,Proposed LDSS,SARIMA,SVR,ANN,RNN,LSTM,GRU
47414.0,48114.45587,58341.273317973464,49660.29080399301,49602.582,48615.65,51296.906,48991.016
46968.0,47418.45163,58885.99790118415,49411.96883299273,48967.703,48647.66,51258.066,49209.3
46328.0,47334.74712,59144.717505476205,48833.823657655834,49251.73,48209.16,50454.594,48489.73
46570.0,47005.295360000004,58971.915315876045,48497.60372490463,49459.176,47899.62,49824.152,47695.41
46680.0,46548.6548,59550.44251646821,48048.41562007738,49335.08,46747.426,49277.684,46897.53
47100.0,46132.32273,59811.976214478076,47667.31223615481,49102.387,47164.44,49085.62,47435.43
46722.0,46036.89499,59880.12363346447,47306.24688384692,49385.402,47188.184,48714.71,47256.4
46261.0,46679.21647,60088.0261665226,47663.76069975486,49206.305,48044.633,48585.176,47426.848
47072.0,46803.145769999996,61169.96828284715,47558.1721548882,49679.0,47482.586,47737.14,46647.637
47250.0,46844.325430000004,61713.06822469802,47634.29702404916,50129.758,47662.812,47829.86,47541.188
46900.0,47434.69281,61700.27645625299,48820.06993762972,50165.62,48203.03,48886.25,49033.582
46334.0,47435.85691,61596.050771125454,49290.562894714974,50392.21,48650.23,48055.832,48054.098
46566.0,47494.631310000004,62289.07250438704,49510.54870890704,50755.992,47933.383,47292.06,47564.863
46506.0,47318.10269,62952.924192490915,48758.462247929965,51845.816,46382.64,46505.598,47134.51
46528.0,47040.78232,63288.448957206085,48095.23394657467,52142.184,47349.258,46144.508,47607.402
46868.0,46734.28246,62075.82764040982,47351.01249874095,52413.047,46586.656,45079.832,47015.5
47486.0,46391.01437,61863.751460745116,46225.79434558534,52818.637,46262.06,44683.156,47212.234
47586.0,46417.67923,62160.81891458021,46491.54323780865,53649.16,46967.55,45233.13,47484.137
47238.0,46844.64043,62797.82806710663,46885.512256140515,54140.824,47774.945,45218.16,47326.97
47246.67,46946.16793,63321.94425764867,46114.55020638997,55205.465,47264.91,44763.367,46539.215
47013.33,46971.73793,64709.89021711082,45618.80459092403,56120.668,46931.44,44997.707,46711.65
46950.0,47368.12575,64973.07733983837,46400.794765163504,55565.98,47454.9,45520.004,47196.902
47260.0,47015.7472,64225.445000727974,46285.048175848424,55120.785,48291.887,45790.703,47617.707
47326.0,46719.65354,64133.46106831748,45352.264177413774,55359.066,48121.18,45695.83,47363.676
47272.0,46796.04777,64044.13909955754,45772.75983367871,54706.332,48348.523,46487.83,47700.723
47121.0,46999.67418,64405.013754227024,46374.25806550745,54866.22,48572.336,47064.09,47560.215
47094.0,47266.82727,64055.05602336616,46682.52256567672,54277.2,49175.62,47311.105,47268.426
47324.0,47371.28938,63694.07595340761,46029.9193687952,54652.477,48482.34,46827.344,46756.934
47318.0,47357.50272,63705.2999213368,45782.69397069255,54851.504,48157.746,46661.21,46789.375
48676.0,47615.10025,64571.03014172932,46210.860079195685,54157.812,48145.43,46684.895,46879.793
48988.0,47214.65556,65153.5587570426,44451.58774564096,53668.41,47814.62,45461.914,46087.938
49188.0,47908.65875,65172.57903789724,44910.61421411738,53270.777,48769.77,45876.43,47060.69
49133.0,48191.15597,65131.51522734742,44533.19114313014,53486.07,49630.633,46399.16,46875.32
48790.0,48800.35446,64845.95525929527,45438.66029023289,53235.03,49953.344,46924.938,46677.22
48966.0,49012.56862,64318.61949405775,45988.97643042025,53418.03,50423.22,47417.285,46679.19
48292.0,49298.87771,64065.924618266974,46262.37136405033,53740.504,51096.812,48011.06,46925.926
46380.0,49520.70297,63541.81584897021,46519.9957380053,53925.957,51000.97,48257.938,46966.617
45406.0,49508.74692,63303.399819987346,45771.968890837416,53691.26,50378.234,47842.992,46633.9
45492.0,48700.17595,63960.612873658065,43661.89094879715,53733.883,48370.875,45809.67,44975.996
46002.0,47980.672,63865.61960693556,42671.905809121,53135.56,47770.07,45554.598,45561.99
45338.0,47594.376130000004,63395.10330097577,43031.07447104349,52801.047,47783.793,45086.055,44912.723
45010.0,47040.32352,63269.76959849688,42207.447736469425,51862.035,47713.098,44130.707,43881.098
43594.0,46489.08608,62772.405834495876,42076.82062027864,51139.285,46466.258,42875.59,42649.234
40596.0,46224.33272,61921.410446506394,41712.15388521334,51193.887,45024.18,42026.855,42476.863
38284.0,45620.45335,62555.86031459601,40490.715313232504,51457.39,42528.21,40739.67,41231.938
39392.0,44191.05045,62839.87413231633,38509.014375491824,50707.066,39685.992,38827.6,40718.023
40843.0,42662.40412,62875.11772210786,37039.47409689914,48858.383,38179.695,38364.387,41616.45
42036.0,41780.205389999996,63215.65532582012,35304.20855299405,47673.586,38534.344,38572.49,41026.258
42024.0,41078.28703,62815.37869471212,35486.87301697292,46236.523,39528.184,38741.312,39740.133
42911.0,42480.319760000006,62888.50310068558,35235.630812981144,47783.188,39645.047,38287.875,39512.69
43131.0,43193.59081,62679.40296978668,34577.00531451349,47975.465,39220.062,37835.117,39272.246
43538.0,44624.70182,62852.8297336754,35071.33906280849,49072.832,39523.277,37792.5,39977.574
43992.0,45008.549269999996,62836.73917587775,35328.72453333227,50050.195,38675.848,37487.5,39366.617
44104.0,45507.73674,63779.22896010924,35253.56489289417,50798.164,38472.223,37430.035,39337.95
44970.0,45822.42186,64165.20568403079,36026.838399834334,50530.504,39910.555,37585.457,40133.305
46702.0,45389.28634,64420.306513475356,35920.818445581834,50741.582,39517.3,37073.93,39380.727
47128.0,45577.80905,64247.42183122645,36685.95151718706,50902.79,41102.445,37506.055,40697.023
48230.0,46581.059539999995,64825.947151337685,38295.06709532045,51897.098,41039.855,38199.754,41147.59
49264.0,47078.05424,65087.48080648058,38874.98989000624,51758.188,41182.93,38482.742,40875.65
50040.0,48020.4768,65155.62822448979,41070.66712745966,52698.598,41455.215,39102.22,42106.21
52242.0,48960.412130000004,65363.530757525645,41914.803529555495,53131.445,43110.43,39443.36,42621.41
51994.0,49148.05833,66445.47287384969,41595.43719685481,53952.953,43828.0,39764.41,43108.652
51914.0,50479.1179,66988.57281570054,41742.000162305936,54899.6,45194.355,40624.54,44294.688
51450.0,50818.19978,66975.78104725551,42001.42585147511,55925.32,46116.047,40935.484,43316.734
50384.0,51333.171160000005,66871.55536212798,42773.14648583271,56551.9,46242.42,41289.848,43110.49
51682.0,51745.640380000004,67564.57709538957,42348.46772476011,57215.637,46114.938,40454.16,42134.742
51526.0,51296.195210000005,68228.42878349344,41364.81594280914,57084.426,44866.535,38424.676,40203.75
52026.0,51796.72863,68563.95354820862,41093.13330075155,57597.73,45583.49,37901.805,41638.83
52258.0,51312.83203,67351.33223141235,39180.75578452026,59248.26,46176.395,37125.84,40867.332
52140.0,50959.02003,67139.25605174764,39217.87672075626,58563.098,45215.766,36821.074,40977.977
51604.0,51345.5335,67436.32350558272,39041.85763421757,59279.547,45175.676,36595.695,40896.395
51247.71,51130.02789,68073.33265810915,39429.694399947475,59129.52,45109.41,36781.74,41254.797
51504.29,51238.56818,68597.4488486512,39002.35714019201,59996.145,44303.656,35993.47,40678.703
51626.0,50989.190910000005,69985.39480811334,38936.84323859181,59520.438,42934.07,35668.562,41621.46
52038.0,50948.097219999996,70248.5819308409,39119.913064191605,59548.45,42275.97,35545.83,41493.773
51726.0,50548.59903,69500.94959173052,39939.643821087826,57981.957,42613.11,36055.5,40989.965
51620.0,50440.153080000004,69408.96565932002,39981.613248933514,59093.06,43760.367,36797.195,41642.133
52124.0,50568.22904,69319.64369056009,38952.98863754969,60224.344,44490.29,37026.094,41353.484
53216.0,50587.658189999995,69680.51834522956,39152.94855229053,60901.613,42955.887,37690.766,41784.87
54890.0,50638.89862,69330.5606143687,39488.288849554876,61374.9,42972.36,38103.973,41436.367
57448.0,50849.46781,68969.58054441016,40516.83419093022,60961.945,44150.652,38869.434,42075.848
