Actual,Proposed LDSS,SARIMA,SVR,ANN,RNN,LSTM,GRU
49346.0,48657.97903,57130.20022134244,49272.13491325023,51009.68,48681.473,50167.098,49043.598
49540.0,48442.25278,57604.711202252816,48257.449182916265,52060.625,48363.71,50181.234,48977.887
49214.0,48436.203989999995,57080.67775210278,48185.269462031516,52106.8,48906.438,50711.586,49434.18
48688.0,48525.8599,57140.68034986788,49460.763877767924,52219.57,49011.07,50783.473,49688.043
48046.0,48443.21297,57074.98481692165,48561.98430371393,52127.52,48770.39,50935.934,49563.793
47754.0,48551.13393,57252.48817925984,49057.077893056376,52587.598,48555.96,51034.062,49432.83
47414.0,48708.60773,57141.41103592955,49121.93777589359,52414.902,48473.812,51486.812,49594.484
46968.0,48678.147730000004,58341.273317973464,48894.81181623021,51907.848,48044.16,51360.61,49350.293
46328.0,48415.34444,58885.99790118415,48639.905359601114,51384.715,48401.445,51106.363,49296.715
46570.0,48466.28965,59144.717505476205,48011.207316988206,51526.742,48088.367,50085.805,48624.902
46680.0,48387.01026,58971.915315876045,47533.68705210572,51608.473,48018.797,49288.508,47569.51
47100.0,48401.07996,59550.44251646821,47081.17177310623,51613.555,47075.33,48698.066,46634.43
46722.0,48383.21817,59811.976214478076,46450.60991724979,51390.52,47856.15,48308.74,46738.973
46261.0,48170.02251,59880.12363346447,46218.82168218228,51362.31,47555.613,47651.65,46642.51
47072.0,48222.933769999996,60088.0261665226,46777.058770009164,50931.06,48225.18,47130.844,46778.742
47250.0,48284.887010000006,61169.96828284715,46811.48582674408,51226.297,47736.95,46636.8,46671.66
46900.0,48164.15177,61713.06822469802,47151.83590341678,51113.55,48383.773,46813.453,47477.273
46334.0,48186.63955,61700.27645625299,48907.24841522623,51159.652,49097.113,47390.504,48463.332
46566.0,48010.1855,61596.050771125454,49484.21325037026,51343.336,48614.19,46560.605,47983.14
46506.0,48038.860539999994,62289.07250438704,49709.79028925349,51526.105,48052.934,45808.56,47586.95
46528.0,47874.77035,62952.924192490915,49279.36945203553,51673.77,47448.496,44827.25,46658.293
46868.0,47581.54206,63288.448957206085,48324.72757542758,51576.734,47749.766,44044.65,45903.06
47486.0,47423.13697,62075.82764040982,47517.62774930881,51549.684,46697.293,43136.32,45239.395
47586.0,47295.02601,61863.751460745116,46297.62322646263,51200.777,46671.594,42371.934,45082.723
47238.0,47140.41225,62160.81891458021,46968.64440290256,51589.13,46964.51,42837.168,45398.68
47246.67,47310.08786,62797.82806710663,47355.13680385654,52142.145,47155.184,42954.793,45363.004
47013.33,47303.40301,63321.94425764867,46374.137676375976,52688.348,46636.535,42575.656,45083.92
46950.0,47179.04534,64709.89021711082,45767.08207743363,53246.016,46678.027,42950.1,45305.574
47260.0,47400.67049,64973.07733983837,46606.630351332205,53259.47,47058.16,43633.96,45892.965
47326.0,47271.64499,64225.445000727974,46507.435391904866,52959.426,46992.484,43797.49,46051.83
47272.0,47007.7339,64133.46106831748,45091.45057106109,52892.754,46900.797,43738.86,46280.234
47121.0,47175.99204,64044.13909955754,45151.36038388395,53594.664,47588.797,44496.65,46805.28
47094.0,47112.70198,64405.013754227024,46002.05271406033,54065.95,47708.984,45030.684,47011.055
47324.0,47288.90875,64055.05602336616,46115.701754053756,53979.277,48254.793,45465.883,47158.12
47318.0,47100.16768,63694.07595340761,45269.213367226774,54095.195,47333.492,45064.516,46726.957
48676.0,46877.325919999996,63705.2999213368,44965.92033938465,54324.305,47362.34,44972.113,46170.645
48988.0,46448.82857,64571.03014172932,44997.13107656226,54785.945,47126.84,44818.574,45460.453
49188.0,45877.78535,65153.5587570426,42184.84598028863,54039.344,47129.434,43241.29,44199.93
49133.0,45771.0323,65172.57903789724,42357.76589234344,53932.61,48077.055,42798.55,44194.09
48790.0,45452.03087,65131.51522734742,41704.70084100413,54199.508,48519.94,43006.113,44120.223
48966.0,45725.61621,64845.95525929527,42548.14614509545,54274.758,48433.62,43476.746,44102.53
48292.0,45835.722330000004,64318.61949405775,43267.78212050324,54524.824,49050.566,44173.957,44781.902
46380.0,46043.273219999995,64065.924618266974,43535.913768807404,54903.27,49058.49,44815.07,45384.59
45406.0,45960.64684,63541.81584897021,44006.79356356148,54934.047,48875.707,44941.945,45501.438
45492.0,45684.91513,63303.399819987346,43093.63775645405,55132.18,48161.668,45070.363,45536.29
46002.0,45089.60829,63960.612873658065,40538.04919803602,54782.38,46785.8,43896.008,44631.68
45338.0,44767.08791,63865.61960693556,39361.8667815236,53805.945,46307.52,43591.195,44416.438
45010.0,44820.26775,63395.10330097577,40656.72351717386,53393.17,46624.39,43032.074,43082.434
43594.0,44389.14469,63269.76959849688,39509.005076743204,52135.098,45864.316,41644.168,41389.28
40596.0,44632.836110000004,62772.405834495876,39288.35635841572,51497.273,45245.195,40639.902,40206.5
38284.0,44280.00713,61921.410446506394,38721.11392060575,51330.1,43723.63,39533.066,39055.875
39392.0,43920.09385,62555.86031459601,37689.21267470564,50869.508,43496.81,38542.934,37769.77
40843.0,43663.37663,62839.87413231633,35984.723276134275,49007.496,41898.1,38430.805,37982.598
42036.0,43820.67848,62875.11772210786,35155.4900194334,45512.81,42240.16,38628.145,39777.996
42024.0,43419.77803,63215.65532582012,33440.10669417866,44374.484,40054.926,38650.45,38420.36
42911.0,43527.04161,62815.37869471212,33968.82586246212,44059.367,38638.637,38696.695,36118.84
43131.0,43470.355760000006,62888.50310068558,32512.64528279091,44037.633,38036.17,37784.535,35111.293
43538.0,43837.24226,62679.40296978668,30844.886466522563,42860.12,37680.574,37461.246,35046.383
43992.0,44040.616819999996,62852.8297336754,31076.63716806086,42247.09,38027.363,37161.793,35454.89
44104.0,43849.19678,62836.73917587775,31973.641258113064,42669.254,37127.586,36716.29,34740.977
44970.0,43805.39218,63779.22896010924,31613.104476410892,43062.707,36868.453,36306.816,34412.33
46702.0,44237.21294,64165.20568403079,32665.595353839104,43034.387,37252.68,35815.85,34790.133
47128.0,44491.33337,64420.306513475356,32541.737450891967,42298.473,36678.188,35178.38,34309.16
48230.0,44640.77637,64247.42183122645,33517.83933993143,42632.395,39316.76,34973.016,34929.27
49264.0,44867.23218,64825.947151337685,35711.219323630554,43927.863,40351.473,34964.38,35133.098
50040.0,45156.49491,65087.48080648058,36274.74370183181,44332.562,40058.71,34856.023,35123.02
52242.0,45639.5987,65155.62822448979,39063.3205713753,46292.863,40838.785,34856.17,35876.65
51994.0,45542.30763,65363.530757525645,40482.7857160422,46904.586,41140.99,34813.242,36100.867
51914.0,45333.395580000004,66445.47287384969,39770.42774578442,47468.21,42417.387,34375.31,36059.395
51450.0,45046.37281,66988.57281570054,39660.074311223594,47879.95,43192.543,34311.742,36724.812
50384.0,44931.56233,66975.78104725551,40368.960801002315,49033.12,42977.117,34284.52,36790.234
51682.0,45015.255430000005,66871.55536212798,41404.78218539703,50008.676,43175.902,34610.684,36660.574
51526.0,45118.74517,67564.57709538957,41533.14120929694,50323.504,42885.625,33606.906,35591.88
52026.0,44975.63247,68228.42878349344,41009.38787394205,49571.906,41092.863,32004.256,34106.35
52258.0,44790.65078,68563.95354820862,41477.237457925214,49261.812,41449.84,31207.883,34346.3
52140.0,44121.20792,67351.33223141235,40570.32513130612,48808.867,40956.785,30350.502,33653.09
51604.0,44114.091660000006,67139.25605174764,39301.39908746917,48733.76,41158.496,29811.248,33424.043
51247.71,44136.75748,67436.32350558272,39674.139580407136,49266.74,41549.598,29890.209,33606.203
51504.29,44162.41726,68073.33265810915,40096.45524967362,49667.105,41504.77,29943.74,34174.26
51626.0,44362.35505,68597.4488486512,40348.9705616943,48747.324,40186.086,29680.975,33892.188
52038.0,44191.851630000005,69985.39480811334,40129.61167109902,47875.316,39517.24,29220.176,34370.8
51726.0,44103.90307,70248.5819308409,40792.591163451856,48026.453,40419.7,28662.703,34040.633
51620.0,44296.04059,69500.94959173052,40519.719603630496,47655.258,40623.387,28548.2,33455.523
52124.0,44396.4679,69408.96565932002,41066.72646389944,47196.457,40767.367,28556.002,34419.6
53216.0,44353.62501,69319.64369056009,40447.896478464456,46233.49,40460.94,28973.89,35086.926
54890.0,44262.97619,69680.51834522956,41114.370538185416,46930.168,40449.27,29434.764,35910.87
57448.0,44442.87311,69330.5606143687,42129.65147932832,47518.79,41724.02,29785.635,36057.785
57418.0,44696.45562,68969.58054441016,43010.32204407735,47786.83,41607.53,30268.88,36713.445
