Actual,Proposed LDSS,SARIMA,SVR,ANN,RNN,LSTM,GRU
52026.0,45779.01518,67351.33223141235,46204.97152829436,44379.566,44469.07,40417.22,42409.727
52258.0,45698.73755,67139.25605174764,45977.047456566695,43777.746,43850.16,40617.26,42838.934
52140.0,45876.44625,67436.32350558272,46084.44947540912,44233.87,44212.656,40557.594,42782.0
51604.0,45939.31555,68073.33265810915,46170.48402470376,44247.508,43702.598,40815.645,42914.062
51247.71,46013.77113,68597.4488486512,45609.636172722974,44149.33,42903.23,39938.15,42383.617
51504.29,45781.79762,69985.39480811334,45242.05067991874,44221.93,41896.664,39861.285,42404.24
51626.0,45816.01395,70248.5819308409,45448.539053336746,43998.367,42568.78,40253.25,42778.855
52038.0,45584.63238,69500.94959173052,45631.58002411457,43759.035,42288.324,41227.137,42816.613
51726.0,45241.03864,69408.96565932002,45171.064383713834,44171.836,41942.01,42411.117,43191.004
51620.0,44875.375589999996,69319.64369056009,44402.750091103306,44152.82,42886.434,42432.832,42698.496
52124.0,44716.92105,69680.51834522956,44481.85504723905,44286.137,41742.6,43596.605,43397.723
53216.0,44948.48751,69330.5606143687,44549.51097336087,44996.05,41492.855,43997.94,43273.18
54890.0,45610.09433,68969.58054441016,45303.96141967638,45721.266,42042.664,44972.387,44417.867
