Actual,Proposed LDSS,SARIMA,SVR,ANN,RNN,LSTM,GRU
46528.0,47063.97008,62289.07250438704,50974.299785298346,47383.46,50695.58,46942.926,47447.273
46868.0,47037.46195,62952.924192490915,50706.64511543259,47780.426,50709.965,46023.977,46879.41
47486.0,46716.48534,63288.448957206085,49922.77647342108,47602.645,50936.684,44521.504,46172.098
47586.0,46786.06385,62075.82764040982,49158.811649628464,46817.316,49756.086,43205.77,45731.684
47238.0,47537.482560000004,61863.751460745116,48421.35085036418,45787.72,49731.684,42000.254,45338.047
47246.67,47669.59104,62160.81891458021,49167.51561875052,45924.023,50159.176,42320.996,45415.297
47013.33,47965.56906,62797.82806710663,49834.26658222388,46039.9,50384.656,42759.06,45650.54
46950.0,48019.5166,63321.94425764867,49058.95708412425,46060.13,49895.168,42958.695,45405.863
47260.0,47888.56462,64709.89021711082,48729.1955110829,46545.75,49961.703,43630.082,45522.004
47326.0,48242.50748,64973.07733983837,49439.80211138329,47271.293,50855.07,44527.31,46591.56
47272.0,47789.20327,64225.445000727974,49170.95250281645,47048.184,51239.426,44319.03,46656.66
47121.0,47433.99434,64133.46106831748,47844.03576972751,46536.934,49947.19,44522.273,46713.855
47094.0,47666.21285,64044.13909955754,48390.40653323157,47064.8,51025.094,45170.184,46765.766
47324.0,47505.070210000005,64405.013754227024,49138.46037052133,47096.45,51398.523,45804.594,46853.273
47318.0,47205.28793,64055.05602336616,48957.934808259895,47137.434,51606.56,46594.71,47679.24
48676.0,47044.91223,63694.07595340761,48163.03242262738,46981.195,50890.848,46746.145,47023.816
48988.0,46974.86503,63705.2999213368,47939.61435154358,46585.082,50511.67,46444.727,46638.586
49188.0,46469.926269999996,64571.03014172932,48179.907323759464,46549.574,50722.195,45771.367,45809.504
49133.0,45830.77907,65153.5587570426,45653.72861243582,45993.516,50108.215,44152.87,45082.875
48790.0,46341.27511,65172.57903789724,45996.25332066575,45906.9,51063.227,43440.17,44727.094
48966.0,45997.19899,65131.51522734742,45127.49043583927,46116.37,51708.15,43560.168,44456.277
48292.0,45874.95117,64845.95525929527,46202.03477799261,46445.18,51929.016,43780.664,44527.938
46380.0,45865.09051,64318.61949405775,46728.41266713335,47858.85,52434.504,44727.88,45505.07
45406.0,45785.365260000006,64065.924618266974,46872.21877952793,48121.246,52814.113,45594.027,45947.695
45492.0,45853.537710000004,63541.81584897021,47304.602478147615,47918.984,52003.39,45905.062,45729.996
46002.0,45111.991839999995,63303.399819987346,46996.52789603037,47417.293,52015.395,45833.17,46112.215
45338.0,43508.00354,63960.612873658065,45100.419652735385,46425.24,50474.145,45043.777,45312.57
45010.0,43239.1119,63865.61960693556,44056.12202973129,45901.78,49633.82,44384.402,44870.168
43594.0,43509.74437,63395.10330097577,45374.09000548919,44900.055,50019.977,43553.33,43403.734
40596.0,43049.409869999996,63269.76959849688,44541.488878006596,43078.258,49522.14,42004.895,41856.656
38284.0,42961.93,62772.405834495876,43663.73356681556,43486.51,48664.44,40976.176,41077.27
39392.0,42584.64416,61921.410446506394,43203.76523966785,43386.62,47161.844,39625.926,39118.05
40843.0,41461.630789999996,62555.86031459601,42316.464504429896,42956.7,45584.156,38998.445,38720.965
42036.0,40494.397560000005,62839.87413231633,41445.04212952789,41440.66,44120.73,39305.355,40131.785
42024.0,42091.48949,62875.11772210786,39780.419995742115,39519.598,43813.81,38838.89,40637.258
42911.0,43638.26162,63215.65532582012,38356.02597039875,38354.312,42774.03,37845.324,38383.734
43131.0,43991.37059,62815.37869471212,39230.53504647363,37158.58,42014.684,36806.05,36066.824
43538.0,43474.35252,62888.50310068558,38122.68606660337,34046.145,42232.938,34894.457,35400.24
43992.0,44321.60831,62679.40296978668,35487.566432471984,34380.754,41434.98,34589.402,35260.28
44104.0,45141.63468,62852.8297336754,35627.60930870786,34057.332,41654.29,34376.066,35479.125
44970.0,45341.76953,62836.73917587775,36546.499503144536,34535.156,41498.754,33968.875,34314.598
46702.0,45524.62997,63779.22896010924,36652.3774693334,34424.92,40494.445,33442.01,34274.38
47128.0,46103.791489999996,64165.20568403079,37395.187439918904,35377.656,41772.97,32383.373,34313.566
48230.0,46292.05703,64420.306513475356,36760.39928890171,35245.465,40250.676,31833.822,34230.867
49264.0,46563.7547,64247.42183122645,37664.963004067125,35848.855,41985.496,31536.275,34897.098
50040.0,47380.57027,64825.947151337685,39498.81272367802,36545.742,42353.69,31889.914,35256.664
52242.0,47651.34882,65087.48080648058,39849.92590907351,37291.926,42494.2,32209.379,35307.598
51994.0,48108.14079,65155.62822448979,42581.10453695365,39220.96,42975.59,32285.05,35892.45
51914.0,48858.44561,65363.530757525645,43952.378172145385,40370.438,44034.113,32049.938,36152.227
51450.0,48860.381219999996,66445.47287384969,43621.656380997614,40473.645,44668.996,31827.662,35920.79
50384.0,49885.42104,66988.57281570054,44129.8662151016,40111.63,45003.875,31878.334,36526.77
51682.0,49035.75486,66975.78104725551,44761.720636304846,41704.33,45084.312,31962.21,36023.49
51526.0,48943.41771,66871.55536212798,46109.429456651415,42947.773,44885.74,31668.004,35907.81
52026.0,49158.69658,67564.57709538957,46539.81239265832,43879.543,44641.363,30135.064,34337.86
52258.0,48523.35365,68228.42878349344,45856.30798877289,43189.684,42471.227,28980.807,33346.816
52140.0,49488.882560000005,68563.95354820862,46941.97135687904,41679.258,43198.844,28082.145,33620.95
51604.0,48784.88023,67351.33223141235,46035.257291099595,39660.785,43529.633,27651.693,32931.016
51247.71,48923.90334,67139.25605174764,44361.49305243963,39522.625,42698.367,27125.281,32617.34
51504.29,49256.25623,67436.32350558272,45043.42204667426,40253.4,42461.434,27308.63,33126.543
51626.0,48949.918439999994,68073.33265810915,45087.14174912518,41182.016,42465.16,27588.068,33365.527
52038.0,49343.99175,68597.4488486512,45612.779319318186,40315.72,41864.66,28239.781,34096.01
51726.0,49063.09689,69985.39480811334,45333.87594850707,40420.465,41931.95,27478.48,34079.973
51620.0,49061.027369999996,70248.5819308409,45906.05771466184,40386.887,41852.938,26731.13,32961.742
52124.0,49403.69134,69500.94959173052,45176.852753403255,40831.68,41947.934,26534.941,32842.867
53216.0,49947.50058,69408.96565932002,45651.88578150434,39037.98,42329.742,27205.158,33534.254
54890.0,50584.99825,69319.64369056009,45245.827312607806,36771.633,42024.11,28503.342,34480.25
57448.0,50648.142980000004,69680.51834522956,45947.261934739945,37069.38,41003.586,28990.03,34680.887
57418.0,51183.82022,69330.5606143687,46888.025170577144,37372.08,40839.676,29830.074,34791.09
58154.0,51599.79393,68969.58054441016,47556.49307892442,37658.39,41624.918,30823.46,35477.89
